image,prediction,confidence (%)
2094.jpg,buildings,99.99107
20943.jpg,street,99.44961
20945.jpg,street,94.56154
20951.jpg,street,99.9944
20956.jpg,buildings,88.47577
20957.jpg,sea,99.135056
2096.jpg,forest,57.82966
20964.jpg,forest,76.012665
20967.jpg,forest,99.956436
20969.jpg,street,60.59239
20973.jpg,street,99.884254
20977.jpg,street,98.72846
20979.jpg,sea,99.99856
20987.jpg,street,99.23415
20990.jpg,street,99.99981
20993.jpg,glacier,99.90313
20997.jpg,buildings,75.793144
21002.jpg,street,77.30534
21003.jpg,forest,99.95814
21005.jpg,glacier,99.98487
21009.jpg,glacier,99.99764
21010.jpg,sea,99.30733
21015.jpg,forest,99.99148
2102.jpg,buildings,99.50634
21021.jpg,street,99.876274
21023.jpg,mountain,85.70174
21026.jpg,mountain,98.49747
21028.jpg,forest,99.99387
21029.jpg,street,99.653046
21030.jpg,sea,89.585236
21031.jpg,buildings,99.93584
21033.jpg,mountain,94.673
21039.jpg,street,84.4406
21048.jpg,buildings,99.089264
21050.jpg,glacier,96.805534
21051.jpg,sea,97.328964
21056.jpg,forest,99.83474
21057.jpg,street,98.14038
2106.jpg,glacier,74.45315
21068.jpg,sea,99.90846
21070.jpg,forest,99.98349
21071.jpg,sea,92.77363
21072.jpg,glacier,65.36576
21074.jpg,sea,99.74729
21075.jpg,street,89.7045
21079.jpg,street,99.94698
21080.jpg,glacier,97.425644
21082.jpg,street,98.53948
21084.jpg,buildings,99.97842
21088.jpg,forest,99.99919
21089.jpg,glacier,45.410027
21094.jpg,mountain,54.3981
211.jpg,sea,97.74929
21103.jpg,glacier,99.833305
21109.jpg,glacier,60.12671
21110.jpg,glacier,99.81629
21111.jpg,sea,54.464798
21112.jpg,buildings,99.99163
21113.jpg,forest,99.99792
21114.jpg,forest,99.83476
21116.jpg,forest,99.999855
21117.jpg,buildings,97.08186
2112.jpg,buildings,99.97397
21122.jpg,sea,99.94419
21124.jpg,street,99.895645
21127.jpg,buildings,99.464935
21131.jpg,street,99.636475
21132.jpg,glacier,99.95875
21133.jpg,street,99.90912
21134.jpg,mountain,96.18251
21140.jpg,glacier,99.77287
21145.jpg,buildings,90.8468
21147.jpg,buildings,99.91067
21157.jpg,glacier,99.766335
21160.jpg,forest,99.34034
21164.jpg,sea,99.071815
21165.jpg,sea,99.51985
21166.jpg,buildings,98.051414
2117.jpg,forest,99.98813
21171.jpg,glacier,32.952076
21172.jpg,sea,99.194786
21178.jpg,buildings,99.998405
2118.jpg,forest,99.998726
21180.jpg,sea,73.901886
21181.jpg,forest,99.9922
21184.jpg,sea,99.88324
21188.jpg,buildings,99.52819
21189.jpg,forest,99.990036
2119.jpg,forest,99.963104
21190.jpg,forest,99.99919
21193.jpg,sea,91.4209
21194.jpg,glacier,91.65631
21195.jpg,forest,99.99835
212.jpg,street,87.17458
21202.jpg,mountain,70.50161
21204.jpg,mountain,98.94675
21205.jpg,buildings,99.96556
21208.jpg,glacier,83.43954
21211.jpg,street,69.50341
21218.jpg,sea,96.68182
21219.jpg,street,99.981636
21223.jpg,mountain,84.75741
21228.jpg,sea,99.810555
21235.jpg,glacier,99.82911
2124.jpg,sea,99.88743
21249.jpg,sea,99.006615
21251.jpg,street,99.15225
21252.jpg,forest,92.4135
21253.jpg,sea,99.95056
21261.jpg,street,99.69785
21264.jpg,mountain,91.4323
21265.jpg,street,99.98578
21267.jpg,forest,99.998
21268.jpg,sea,88.53296
21270.jpg,sea,99.961
21273.jpg,mountain,99.50093
21275.jpg,street,99.568
2128.jpg,buildings,99.575584
21282.jpg,glacier,97.37444
21283.jpg,glacier,99.99922
21284.jpg,mountain,60.128986
21289.jpg,forest,99.977486
2129.jpg,sea,99.61099
21295.jpg,mountain,99.89937
21299.jpg,mountain,91.14224
2130.jpg,forest,96.927086
21300.jpg,forest,99.985565
21308.jpg,glacier,64.26692
21312.jpg,mountain,98.63166
21315.jpg,mountain,98.24315
21321.jpg,glacier,98.631035
21322.jpg,street,99.29879
21323.jpg,street,99.998024
21324.jpg,street,99.99956
21326.jpg,buildings,99.42978
21327.jpg,sea,99.50495
2133.jpg,sea,83.20042
21330.jpg,forest,99.91393
21331.jpg,glacier,99.09719
21332.jpg,sea,97.20007
21333.jpg,mountain,99.73351
21335.jpg,mountain,99.895905
21337.jpg,glacier,94.720726
21338.jpg,sea,97.92517
21346.jpg,buildings,99.99975
2135.jpg,street,99.979645
21351.jpg,glacier,99.78898
21365.jpg,glacier,95.91579
21370.jpg,sea,99.593285
21372.jpg,street,99.99454
21374.jpg,buildings,99.99727
21379.jpg,glacier,87.76872
2138.jpg,forest,99.99002
21382.jpg,mountain,63.706596
21384.jpg,street,99.70418
21388.jpg,glacier,99.36265
2139.jpg,forest,79.98664
21391.jpg,buildings,99.99312
21394.jpg,street,99.997284
21395.jpg,mountain,97.88527
21397.jpg,sea,99.57945
21398.jpg,mountain,96.03464
21402.jpg,mountain,99.49668
21403.jpg,glacier,99.99258
21404.jpg,glacier,86.745865
21408.jpg,street,99.995544
2141.jpg,street,99.83547
21413.jpg,sea,78.02933
21416.jpg,forest,91.93741
21420.jpg,forest,99.990654
21424.jpg,sea,93.37372
21425.jpg,sea,70.41491
21429.jpg,mountain,99.59186
21436.jpg,mountain,95.507195
21438.jpg,forest,99.9853
21439.jpg,sea,99.999664
21440.jpg,buildings,99.99849
21441.jpg,mountain,93.539116
21444.jpg,buildings,97.68139
21446.jpg,forest,99.996506
21449.jpg,glacier,99.395195
21451.jpg,forest,95.85756
21457.jpg,forest,99.38831
2146.jpg,sea,99.17578
21460.jpg,forest,99.91639
21467.jpg,sea,99.3865
21471.jpg,sea,99.871704
21474.jpg,forest,99.99845
21477.jpg,forest,99.94605
21482.jpg,mountain,96.77756
21487.jpg,mountain,99.39581
21489.jpg,sea,99.80991
21493.jpg,glacier,98.47618
21495.jpg,mountain,72.47486
215.jpg,sea,99.35248
21500.jpg,buildings,96.743904
21502.jpg,mountain,99.596954
21508.jpg,street,97.681335
21509.jpg,buildings,99.94499
2151.jpg,sea,99.73043
21511.jpg,mountain,76.43486
21515.jpg,glacier,99.700264
21520.jpg,forest,99.52378
21521.jpg,forest,99.97807
21523.jpg,mountain,97.48885
21528.jpg,forest,99.7729
2153.jpg,mountain,53.785194
21530.jpg,glacier,99.81437
21531.jpg,sea,59.23215
21532.jpg,glacier,97.24828
21534.jpg,street,99.83193
21536.jpg,sea,99.670235
21540.jpg,glacier,99.820305
21541.jpg,glacier,99.99762
21548.jpg,street,87.12622
21549.jpg,forest,99.9978
21550.jpg,mountain,82.82748
21552.jpg,mountain,87.045616
21561.jpg,forest,99.997986
21562.jpg,mountain,99.813446
21565.jpg,forest,98.31978
21566.jpg,glacier,90.82953
21567.jpg,street,94.64976
21571.jpg,sea,81.32976
21577.jpg,forest,99.991714
21579.jpg,street,99.96372
21582.jpg,buildings,99.99627
21585.jpg,forest,99.98653
21588.jpg,buildings,99.99674
21590.jpg,buildings,99.99996
21594.jpg,street,99.63151
21595.jpg,glacier,98.04787
21602.jpg,street,99.929214
21606.jpg,forest,99.989746
21608.jpg,sea,92.18274
21616.jpg,buildings,86.955864
21619.jpg,mountain,94.1238
21622.jpg,buildings,54.734444
21625.jpg,sea,99.66772
21626.jpg,street,99.60502
21628.jpg,glacier,99.40692
21629.jpg,street,99.92586
2163.jpg,street,99.998566
21636.jpg,glacier,99.97947
21637.jpg,mountain,98.24174
21642.jpg,street,99.984566
2165.jpg,buildings,99.96413
21652.jpg,forest,91.91825
21654.jpg,mountain,88.23944
21661.jpg,buildings,72.67279
21667.jpg,street,99.46189
21668.jpg,forest,99.243095
2167.jpg,mountain,95.98421
21672.jpg,street,99.97028
21673.jpg,glacier,99.64479
21679.jpg,forest,99.99957
21681.jpg,glacier,99.275345
21687.jpg,sea,99.86895
21690.jpg,sea,84.23122
21692.jpg,forest,99.99222
21693.jpg,mountain,99.66193
21696.jpg,sea,85.395004
21698.jpg,glacier,99.99905
21700.jpg,street,97.577675
21704.jpg,forest,99.97612
21705.jpg,sea,50.10908
21708.jpg,glacier,99.65342
21709.jpg,glacier,77.35141
21713.jpg,sea,48.185886
21716.jpg,street,99.82316
21718.jpg,buildings,98.237976
21728.jpg,forest,99.9858
21732.jpg,mountain,98.315956
21733.jpg,glacier,94.95804
21739.jpg,sea,99.32271
21741.jpg,mountain,98.863045
21742.jpg,mountain,98.8816
21746.jpg,mountain,68.927315
21748.jpg,buildings,80.79829
21752.jpg,glacier,66.82113
21753.jpg,buildings,99.96241
21755.jpg,sea,87.06438
21757.jpg,mountain,99.18489
21758.jpg,glacier,98.58145
21760.jpg,buildings,99.80762
21767.jpg,mountain,98.77585
21773.jpg,glacier,83.99092
21778.jpg,forest,76.14788
21782.jpg,glacier,89.097145
21785.jpg,glacier,85.82609
21786.jpg,forest,99.89172
21791.jpg,glacier,97.3012
21795.jpg,mountain,78.58302
21796.jpg,glacier,57.124405
2180.jpg,forest,98.30583
21802.jpg,mountain,93.82172
21803.jpg,glacier,99.96552
21809.jpg,sea,87.40028
21815.jpg,buildings,100.0
21820.jpg,forest,99.99979
21821.jpg,glacier,99.56854
21822.jpg,glacier,54.52424
21823.jpg,forest,99.9997
21825.jpg,forest,99.991356
21830.jpg,mountain,61.100124
21831.jpg,sea,82.62592
21833.jpg,mountain,85.938194
21834.jpg,glacier,98.48049
21835.jpg,forest,99.98781
21836.jpg,street,87.388626
21838.jpg,forest,99.99882
21839.jpg,mountain,87.27922
21847.jpg,glacier,95.18006
21848.jpg,glacier,99.97435
21850.jpg,glacier,99.94072
21854.jpg,sea,95.73992
21863.jpg,glacier,99.94646
21867.jpg,forest,99.997856
21869.jpg,glacier,63.845222
2187.jpg,street,98.91131
21871.jpg,forest,99.99947
21877.jpg,street,78.52468
21878.jpg,street,99.71776
21880.jpg,buildings,99.58168
21882.jpg,buildings,99.99816
21883.jpg,buildings,68.75123
21886.jpg,mountain,79.653786
21888.jpg,forest,99.98204
21891.jpg,forest,99.999825
21899.jpg,street,99.99871
2190.jpg,street,99.963974
21901.jpg,mountain,97.27011
21902.jpg,glacier,99.9739
2191.jpg,buildings,99.98597
21914.jpg,buildings,78.25216
21920.jpg,mountain,99.89516
21922.jpg,mountain,85.94179
21925.jpg,street,74.595955
21927.jpg,forest,99.993774
21928.jpg,glacier,78.84562
21930.jpg,forest,99.97155
21931.jpg,street,36.78411
21938.jpg,sea,59.850903
21939.jpg,street,97.230354
21944.jpg,mountain,93.358574
21946.jpg,forest,99.972115
21951.jpg,forest,99.9911
21952.jpg,street,99.999855
21953.jpg,street,70.681076
21958.jpg,sea,99.13907
21963.jpg,mountain,92.45856
21966.jpg,mountain,96.912895
21968.jpg,glacier,52.463608
21969.jpg,forest,99.96939
21971.jpg,forest,99.87434
21974.jpg,glacier,89.38501
21975.jpg,forest,99.9989
21976.jpg,glacier,91.07887
2198.jpg,street,99.92133
21980.jpg,mountain,96.2151
21988.jpg,street,98.27753
21997.jpg,mountain,66.83847
21998.jpg,glacier,80.50465
22.jpg,forest,99.98849
2200.jpg,mountain,94.224754
22002.jpg,sea,99.59979
22006.jpg,sea,99.941574
22007.jpg,sea,99.92335
22008.jpg,sea,99.95277
22010.jpg,mountain,90.14349
22013.jpg,glacier,98.6324
22016.jpg,mountain,79.65724
22018.jpg,sea,74.57192
22023.jpg,forest,62.805794
22033.jpg,street,99.519615
22039.jpg,buildings,99.541595
22041.jpg,buildings,98.514694
22044.jpg,glacier,99.33123
22047.jpg,glacier,54.75714
22049.jpg,glacier,99.98636
22052.jpg,forest,99.99796
22053.jpg,glacier,91.01224
22055.jpg,forest,99.989006
22056.jpg,forest,99.40422
22059.jpg,forest,99.937195
2206.jpg,street,97.946045
22060.jpg,glacier,69.7769
22061.jpg,street,88.239845
22067.jpg,sea,88.63546
22069.jpg,forest,99.99617
2207.jpg,forest,99.99622
22075.jpg,buildings,99.991295
22077.jpg,buildings,99.99048
2208.jpg,forest,99.99598
22080.jpg,forest,99.99979
22081.jpg,mountain,93.86793
22084.jpg,glacier,79.27967
22094.jpg,sea,96.12153
221.jpg,glacier,60.62335
22106.jpg,sea,89.72638
22108.jpg,mountain,89.06666
22113.jpg,street,96.937546
22114.jpg,forest,98.403145
22118.jpg,glacier,99.947495
22122.jpg,glacier,97.13903
2213.jpg,glacier,99.93113
22131.jpg,street,99.8138
22135.jpg,mountain,91.00441
22142.jpg,glacier,99.89565
22146.jpg,buildings,88.202034
22148.jpg,street,98.11574
22151.jpg,mountain,96.17153
22155.jpg,glacier,95.54936
2216.jpg,mountain,94.089355
22164.jpg,forest,99.99983
2217.jpg,street,99.990295
22170.jpg,street,85.54673
22174.jpg,buildings,99.81506
22178.jpg,mountain,98.612175
22181.jpg,forest,99.997986
22190.jpg,buildings,71.4017
22194.jpg,sea,99.989845
22195.jpg,glacier,97.86357
222.jpg,buildings,99.99994
22206.jpg,forest,99.9953
2221.jpg,mountain,52.12847
22211.jpg,sea,99.99875
22213.jpg,street,99.89618
22217.jpg,glacier,98.7773
22218.jpg,street,99.54244
22224.jpg,street,99.828
22225.jpg,forest,99.96393
22226.jpg,sea,99.98982
22229.jpg,forest,99.99881
22236.jpg,street,99.98499
22238.jpg,mountain,96.114784
2224.jpg,glacier,99.615074
22242.jpg,forest,99.99695
22244.jpg,glacier,99.99841
22248.jpg,glacier,97.17403
22263.jpg,mountain,80.596275
2227.jpg,mountain,53.21312
22270.jpg,buildings,98.18252
22274.jpg,buildings,99.259476
22275.jpg,forest,99.981674
2228.jpg,mountain,99.22449
22281.jpg,sea,99.6664
22282.jpg,glacier,70.91094
22285.jpg,forest,99.99981
22287.jpg,mountain,99.615685
22288.jpg,street,99.998604
22292.jpg,forest,99.98958
22297.jpg,street,99.91563
22298.jpg,sea,99.98957
22300.jpg,street,99.666664
22302.jpg,sea,55.866528
22303.jpg,mountain,86.46554
22305.jpg,street,98.940506
2231.jpg,mountain,99.23229
22312.jpg,forest,99.997505
22313.jpg,buildings,99.2679
22319.jpg,street,96.96591
22323.jpg,sea,97.78241
22324.jpg,street,72.89394
22327.jpg,street,98.97551
22332.jpg,glacier,99.993744
22333.jpg,street,99.86071
22334.jpg,sea,90.69481
22344.jpg,glacier,99.67105
22348.jpg,forest,99.983284
2235.jpg,street,99.01717
22352.jpg,mountain,99.87701
22359.jpg,glacier,99.30999
22361.jpg,mountain,49.96623
22363.jpg,street,99.28563
22364.jpg,street,99.40917
22365.jpg,buildings,99.92742
22367.jpg,mountain,99.533844
2237.jpg,street,97.0585
22371.jpg,forest,99.610886
22381.jpg,mountain,98.32811
22392.jpg,buildings,99.953285
22395.jpg,buildings,99.9747
22396.jpg,mountain,83.02578
22397.jpg,glacier,99.95244
2240.jpg,buildings,98.19476
22402.jpg,buildings,94.54377
22403.jpg,sea,98.39499
22404.jpg,buildings,79.14991
22407.jpg,forest,87.80271
22413.jpg,street,97.24586
22418.jpg,buildings,99.95606
22419.jpg,sea,99.40073
22422.jpg,mountain,54.48603
22429.jpg,street,38.34548
22430.jpg,forest,99.992035
22435.jpg,street,82.58153
2244.jpg,buildings,99.74605
22443.jpg,street,99.91278
22445.jpg,mountain,95.73077
22449.jpg,buildings,96.75596
2245.jpg,forest,99.97359
22454.jpg,mountain,99.57043
22456.jpg,glacier,91.23512
2246.jpg,forest,98.138016
22463.jpg,street,99.968895
22466.jpg,street,98.567444
22468.jpg,forest,99.9862
2247.jpg,street,68.41051
22474.jpg,sea,99.912254
22477.jpg,street,99.27481
2248.jpg,glacier,85.98218
22480.jpg,sea,99.101295
22482.jpg,buildings,99.999306
22485.jpg,sea,97.12874
22489.jpg,buildings,97.78832
22492.jpg,glacier,60.36225
22497.jpg,buildings,99.83666
22498.jpg,mountain,72.307304
22499.jpg,street,96.19354
225.jpg,mountain,99.92335
22505.jpg,buildings,87.53926
22507.jpg,street,99.99858
22509.jpg,sea,99.236916
2251.jpg,mountain,62.082153
22519.jpg,sea,97.769966
22521.jpg,glacier,99.99996
22523.jpg,forest,99.95211
22524.jpg,glacier,97.175255
22529.jpg,buildings,99.41097
2253.jpg,street,99.770584
22530.jpg,mountain,90.46442
22532.jpg,street,99.786446
22533.jpg,buildings,67.68566
22535.jpg,sea,99.999466
22541.jpg,glacier,48.647778
22544.jpg,buildings,98.68544
22548.jpg,street,91.75302
22549.jpg,street,97.319534
22551.jpg,mountain,78.41328
22554.jpg,street,89.07975
22559.jpg,sea,99.5959
22560.jpg,mountain,95.36943
22561.jpg,sea,99.89655
22566.jpg,mountain,54.69199
22573.jpg,glacier,99.98247
22578.jpg,buildings,93.99799
22579.jpg,mountain,99.462364
2258.jpg,forest,99.76048
22582.jpg,glacier,99.87923
22584.jpg,street,88.958206
22590.jpg,mountain,99.750946
22591.jpg,street,78.22733
22594.jpg,sea,99.98999
2260.jpg,glacier,96.99062
22601.jpg,buildings,99.908554
22604.jpg,glacier,99.03322
22605.jpg,street,98.0647
22607.jpg,glacier,99.48595
22610.jpg,sea,99.26544
22611.jpg,forest,99.99901
22612.jpg,street,99.93743
22613.jpg,sea,89.59047
22615.jpg,glacier,83.43877
22618.jpg,glacier,87.48276
22621.jpg,glacier,98.7831
22622.jpg,forest,99.95135
22627.jpg,buildings,99.99368
22630.jpg,street,99.97279
22638.jpg,mountain,97.48856
22641.jpg,forest,99.99735
22649.jpg,street,99.99939
22651.jpg,sea,96.9022
22658.jpg,buildings,76.486984
22659.jpg,buildings,68.49464
22662.jpg,street,63.171917
22674.jpg,forest,99.92309
2268.jpg,forest,99.989296
22680.jpg,forest,99.99364
22682.jpg,street,99.99407
22684.jpg,forest,99.98932
22693.jpg,forest,99.50914
22697.jpg,mountain,79.14974
22698.jpg,street,95.02952
227.jpg,sea,99.73267
2270.jpg,sea,50.42318
22701.jpg,mountain,81.562614
22704.jpg,buildings,62.611305
2271.jpg,sea,93.72116
22713.jpg,buildings,99.99924
22714.jpg,forest,99.9496
22715.jpg,sea,99.96792
22726.jpg,forest,99.61214
22728.jpg,forest,99.86204
22729.jpg,buildings,99.34249
22733.jpg,sea,99.99226
22739.jpg,glacier,92.309906
22743.jpg,buildings,97.94886
22744.jpg,mountain,86.82891
22749.jpg,mountain,89.00788
2275.jpg,sea,99.999535
22750.jpg,street,99.76233
22751.jpg,street,99.501785
22752.jpg,mountain,97.19176
22757.jpg,buildings,77.15019
22758.jpg,buildings,83.483734
2276.jpg,forest,99.726295
22762.jpg,street,99.9986
22770.jpg,buildings,99.043915
22772.jpg,street,96.92118
22773.jpg,buildings,86.59528
2278.jpg,forest,99.97409
22781.jpg,street,98.73771
22783.jpg,mountain,97.88648
22785.jpg,glacier,99.14213
22787.jpg,glacier,99.20874
22788.jpg,forest,99.99994
22791.jpg,sea,95.660446
22792.jpg,sea,98.419395
22793.jpg,buildings,66.53217
22794.jpg,forest,47.78509
22795.jpg,mountain,79.73626
22796.jpg,sea,98.79727
22798.jpg,glacier,93.51049
22802.jpg,buildings,99.81939
22803.jpg,buildings,99.49931
22806.jpg,street,99.99409
22808.jpg,mountain,96.30886
22815.jpg,sea,98.405266
22816.jpg,buildings,99.93369
22825.jpg,buildings,99.82875
22828.jpg,mountain,78.87764
2283.jpg,street,99.92945
22835.jpg,sea,99.42521
22838.jpg,forest,98.20725
22840.jpg,glacier,61.52993
22841.jpg,sea,96.85861
22853.jpg,mountain,67.90678
2286.jpg,buildings,89.117584
22861.jpg,forest,99.99968
22863.jpg,street,99.3391
22865.jpg,street,99.896385
22872.jpg,street,99.928
22873.jpg,mountain,58.860367
22874.jpg,street,87.65528
22878.jpg,forest,99.98134
22880.jpg,sea,56.67588
22888.jpg,buildings,72.50829
22889.jpg,buildings,91.04152
22892.jpg,sea,99.870476
22894.jpg,street,99.99527
22901.jpg,street,99.998604
22902.jpg,forest,99.99926
22904.jpg,buildings,99.99945
22905.jpg,street,89.203835
22906.jpg,forest,99.83772
22909.jpg,buildings,90.5213
22910.jpg,street,99.80536
22914.jpg,forest,99.992836
22916.jpg,glacier,99.2402
22918.jpg,street,99.98228
22922.jpg,forest,99.82357
22923.jpg,glacier,83.11212
22926.jpg,buildings,99.99947
22929.jpg,glacier,99.82692
22931.jpg,sea,99.927025
22932.jpg,forest,99.98198
22937.jpg,street,99.85727
22939.jpg,mountain,51.305492
22940.jpg,mountain,99.41748
22945.jpg,sea,98.937515
22946.jpg,buildings,99.77459
22957.jpg,glacier,88.70489
2296.jpg,sea,99.973694
22968.jpg,street,98.61973
22972.jpg,sea,85.661125
22975.jpg,buildings,95.80799
22979.jpg,buildings,99.52763
22981.jpg,glacier,99.59925
22984.jpg,forest,99.99606
22985.jpg,buildings,99.88409
2299.jpg,buildings,90.20661
22999.jpg,mountain,98.70443
23000.jpg,mountain,93.32519
23007.jpg,glacier,99.98603
23010.jpg,forest,99.99977
23013.jpg,sea,83.85026
23015.jpg,buildings,93.06225
23017.jpg,glacier,92.346535
23019.jpg,glacier,94.83325
2302.jpg,forest,99.841225
23020.jpg,glacier,99.996826
23021.jpg,mountain,99.50086
23025.jpg,glacier,95.170135
23028.jpg,buildings,90.290504
23029.jpg,buildings,72.07442
23030.jpg,sea,99.97837
23034.jpg,sea,86.56674
23035.jpg,mountain,97.556046
23038.jpg,buildings,99.99933
23039.jpg,glacier,99.999115
23043.jpg,mountain,98.62526
23046.jpg,forest,99.99932
2305.jpg,forest,99.974174
23050.jpg,glacier,68.15289
23054.jpg,street,62.605225
23056.jpg,forest,99.999535
23057.jpg,sea,33.377846
23059.jpg,glacier,99.29539
23063.jpg,forest,99.93666
23064.jpg,glacier,80.011
23066.jpg,buildings,91.88754
23071.jpg,glacier,86.08622
23074.jpg,street,99.99975
23077.jpg,mountain,85.127655
23078.jpg,street,99.999985
23080.jpg,mountain,97.736725
23081.jpg,mountain,79.2661
23082.jpg,glacier,99.52639
23083.jpg,sea,96.18238
23085.jpg,sea,99.92654
23086.jpg,sea,60.56476
2309.jpg,sea,85.702736
23092.jpg,glacier,88.27688
23095.jpg,forest,99.99689
23099.jpg,sea,99.287766
23112.jpg,glacier,99.5968
23113.jpg,mountain,73.142334
23115.jpg,sea,79.1141
23120.jpg,forest,98.5652
23121.jpg,buildings,99.8174
23128.jpg,glacier,99.99593
23129.jpg,forest,99.863106
2313.jpg,sea,41.059338
23132.jpg,street,99.857605
23134.jpg,sea,99.87219
23140.jpg,glacier,98.92549
23142.jpg,street,99.91406
23145.jpg,street,99.50982
23146.jpg,street,94.01823
23147.jpg,glacier,82.01071
2315.jpg,forest,99.99909
23152.jpg,mountain,88.14219
23158.jpg,buildings,57.140278
2316.jpg,forest,99.79512
23168.jpg,mountain,98.91727
2317.jpg,sea,99.950195
23170.jpg,street,98.80814
23173.jpg,street,87.299934
23178.jpg,glacier,38.423874
23184.jpg,mountain,97.9274
23190.jpg,street,99.9469
23196.jpg,forest,95.38065
23197.jpg,forest,99.77211
23198.jpg,glacier,99.844185
23199.jpg,glacier,99.90942
23200.jpg,buildings,75.37473
23202.jpg,sea,47.768135
23203.jpg,buildings,69.76317
23204.jpg,forest,99.98597
23206.jpg,street,95.4036
23214.jpg,street,73.045746
23216.jpg,mountain,98.58733
23217.jpg,forest,99.995636
23231.jpg,buildings,99.99996
23235.jpg,sea,99.737526
23238.jpg,forest,99.997795
23239.jpg,glacier,97.85765
23249.jpg,buildings,86.17031
23251.jpg,glacier,60.418503
23252.jpg,forest,99.99495
23258.jpg,mountain,72.767395
2326.jpg,sea,99.964966
23264.jpg,forest,99.963844
23267.jpg,sea,93.23072
23278.jpg,street,99.960915
23279.jpg,buildings,71.00622
2328.jpg,mountain,53.67345
23288.jpg,sea,67.57263
2329.jpg,buildings,98.64733
233.jpg,sea,98.9085
2330.jpg,forest,99.99939
23300.jpg,glacier,97.552376
23302.jpg,street,56.361835
23303.jpg,mountain,99.85526
23305.jpg,buildings,99.99957
23307.jpg,glacier,73.839745
23311.jpg,sea,95.88058
23313.jpg,forest,99.96628
23323.jpg,buildings,99.96759
23326.jpg,street,99.9947
23330.jpg,sea,36.34585
23331.jpg,sea,58.78707
23335.jpg,forest,99.99682
23340.jpg,buildings,86.734955
23341.jpg,mountain,96.91556
23345.jpg,forest,99.84774
23347.jpg,sea,99.987175
23350.jpg,buildings,99.99046
23352.jpg,mountain,99.620926
23354.jpg,sea,58.758034
23356.jpg,glacier,96.209915
23357.jpg,sea,99.63306
23358.jpg,street,99.22306
23364.jpg,forest,99.88672
23372.jpg,mountain,99.84574
23374.jpg,glacier,88.31493
23378.jpg,buildings,99.95775
23379.jpg,sea,99.99652
23391.jpg,forest,99.93305
23394.jpg,sea,76.47292
23395.jpg,mountain,49.48226
23396.jpg,glacier,97.360886
23397.jpg,forest,99.92336
23399.jpg,sea,99.791046
2340.jpg,forest,99.9476
23403.jpg,forest,99.96709
23410.jpg,mountain,98.82694
23412.jpg,mountain,95.81129
23414.jpg,buildings,99.37533
23415.jpg,street,99.74901
23422.jpg,forest,99.9989
23424.jpg,glacier,99.04799
23425.jpg,sea,99.99509
23426.jpg,buildings,98.21993
23434.jpg,sea,99.74149
23438.jpg,sea,74.561806
23439.jpg,sea,99.819084
23440.jpg,forest,93.088715
23449.jpg,mountain,99.6903
23460.jpg,glacier,99.729935
23467.jpg,forest,99.970894
23468.jpg,sea,99.981636
23479.jpg,sea,99.94019
23480.jpg,sea,98.09656
23482.jpg,sea,99.948586
23483.jpg,glacier,98.42007
23485.jpg,forest,85.43362
23488.jpg,sea,50.032036
23493.jpg,mountain,98.72386
23494.jpg,glacier,99.995056
23500.jpg,mountain,78.70879
23501.jpg,mountain,98.37068
23504.jpg,buildings,96.97633
23506.jpg,glacier,99.941505
23508.jpg,mountain,98.217415
2351.jpg,glacier,96.3538
23513.jpg,sea,99.96272
23514.jpg,sea,94.67135
23517.jpg,glacier,73.6884
23518.jpg,forest,99.99703
23519.jpg,mountain,99.650795
2352.jpg,sea,99.966225
23523.jpg,forest,99.931694
23524.jpg,sea,96.63224
23525.jpg,glacier,90.38759
23526.jpg,sea,99.92799
23532.jpg,glacier,99.67091
23533.jpg,forest,99.998215
23539.jpg,buildings,91.07889
2354.jpg,buildings,99.99428
23544.jpg,glacier,99.96514
23545.jpg,forest,99.997314
23546.jpg,mountain,59.43489
2355.jpg,mountain,96.70045
23553.jpg,sea,96.44551
23556.jpg,glacier,77.5241
23558.jpg,forest,84.0374
23561.jpg,mountain,97.40856
23566.jpg,forest,99.52276
23568.jpg,glacier,90.06682
23569.jpg,forest,99.87832
23571.jpg,buildings,95.34819
23572.jpg,mountain,93.91129
23580.jpg,forest,99.386505
23581.jpg,sea,99.96829
23582.jpg,mountain,57.41755
23583.jpg,forest,99.931206
2359.jpg,street,99.99994
23592.jpg,forest,99.589554
23595.jpg,forest,99.96289
23599.jpg,street,96.61908
23601.jpg,sea,98.48312
23602.jpg,street,99.933586
23605.jpg,mountain,98.550896
23607.jpg,street,99.88524
23614.jpg,mountain,95.71979
23615.jpg,sea,87.90821
23618.jpg,mountain,85.25883
23621.jpg,mountain,88.66574
23622.jpg,forest,99.135765
23626.jpg,buildings,99.11142
23627.jpg,mountain,96.21313
2363.jpg,forest,99.999466
23631.jpg,glacier,99.99822
23634.jpg,glacier,80.650986
2364.jpg,street,99.980446
23645.jpg,street,99.96097
23646.jpg,buildings,99.99165
23650.jpg,mountain,55.802326
23651.jpg,mountain,96.15116
23654.jpg,street,99.9985
23662.jpg,glacier,99.57751
23664.jpg,sea,99.997284
23665.jpg,forest,99.999855
23666.jpg,street,99.99998
2367.jpg,buildings,96.458755
23670.jpg,forest,99.99336
23671.jpg,forest,99.86167
23672.jpg,mountain,77.35912
23673.jpg,glacier,58.59614
23674.jpg,mountain,95.459785
2368.jpg,mountain,81.799515
23680.jpg,glacier,99.99718
